token,ndocs,frequency,e,ne,eprop,freq_bins,ndocs_bins,logfreq_bins,rank,N1,N0,P1,P0,x,WOEValue,token_length,WOEAbs,flg_singleLabel,WOERanks,lengthRanks
schasel,2,3,0.0,2.0,0.0,0,0,0,8566,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
lobbyists,2,3,1.0,1.0,0.3333333333333333,0,0,0,8567,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,9.0,1.6392062338299538,0,5.0,3.0
kmcspadd,2,3,0.0,2.0,0.0,0,0,0,8568,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
genius,3,3,0.0,3.0,0.0,0,0,0,8569,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
discontinue,3,3,1.0,2.0,0.3333333333333333,0,0,0,8570,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,11.0,0.9460590532700086,0,5.0,4.0
swidlaw,2,3,0.0,2.0,0.0,0,0,0,8571,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
roxanne,1,3,0.0,1.0,0.0,0,0,0,8572,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
payables,3,3,1.0,2.0,0.3333333333333333,0,0,0,8573,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,8.0,0.9460590532700086,0,5.0,3.0
frankly,3,3,0.0,3.0,0.0,0,0,0,8574,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
deployment,1,3,1.0,0.0,0.3333333333333333,0,0,0,8575,139,716,0.007194244604316547,0.0,Infinity,Infinity,10.0,Infinity,1,7.0,4.0
donated,2,3,1.0,1.0,0.3333333333333333,0,0,0,8576,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,7.0,1.6392062338299538,0,5.0,3.0
deceptive,1,3,1.0,0.0,0.3333333333333333,0,0,0,8577,139,716,0.007194244604316547,0.0,Infinity,Infinity,9.0,Infinity,1,7.0,3.0
specifies,3,3,1.0,2.0,0.3333333333333333,0,0,0,8578,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,9.0,0.9460590532700086,0,5.0,3.0
238,3,3,0.0,3.0,0.0,0,0,0,8579,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
frankfurt,2,3,1.0,1.0,0.3333333333333333,0,0,0,8580,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,9.0,1.6392062338299538,0,5.0,3.0
weintraub,1,3,1.0,0.0,0.3333333333333333,0,0,0,8581,139,716,0.007194244604316547,0.0,Infinity,Infinity,9.0,Infinity,1,7.0,3.0
bahlmann,3,3,0.0,3.0,0.0,0,0,0,8582,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
salomon,3,3,0.0,3.0,0.0,0,0,0,8583,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
ktilton,2,3,0.0,2.0,0.0,0,0,0,8584,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
beale,3,3,1.0,2.0,0.3333333333333333,0,0,0,8585,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,5.0,0.9460590532700086,0,5.0,3.0
dream,3,3,1.0,2.0,0.3333333333333333,0,0,0,8586,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,5.0,0.9460590532700086,0,5.0,3.0
transcripts,2,3,2.0,0.0,0.6666666666666666,0,0,0,8587,139,716,0.014388489208633094,0.0,Infinity,Infinity,11.0,Infinity,1,7.0,4.0
rebate,2,3,2.0,0.0,0.6666666666666666,0,0,0,8588,139,716,0.014388489208633094,0.0,Infinity,Infinity,6.0,Infinity,1,7.0,3.0
prevailing,3,3,1.0,2.0,0.3333333333333333,0,0,0,8589,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,10.0,0.9460590532700086,0,5.0,4.0
cancelled,3,3,0.0,3.0,0.0,0,0,0,8590,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,9.0,Infinity,1,0.0,3.0
clarified,3,3,1.0,2.0,0.3333333333333333,0,0,0,8591,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,9.0,0.9460590532700086,0,5.0,3.0
ericj,2,3,0.0,2.0,0.0,0,0,0,8592,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
gamma,2,3,0.0,2.0,0.0,0,0,0,8593,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
roche,3,3,0.0,3.0,0.0,0,0,0,8594,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
deduction,2,3,0.0,2.0,0.0,0,0,0,8595,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,9.0,Infinity,1,0.0,3.0
vancouver,3,3,0.0,3.0,0.0,0,0,0,8596,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,9.0,Infinity,1,0.0,3.0
kdenne,2,3,2.0,0.0,0.6666666666666666,0,0,0,8597,139,716,0.014388489208633094,0.0,Infinity,Infinity,6.0,Infinity,1,7.0,3.0
moo,1,3,0.0,1.0,0.0,0,0,0,8598,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
pges,2,3,0.0,2.0,0.0,0,0,0,8599,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
casari,1,3,0.0,1.0,0.0,0,0,0,8600,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
pinnaclewest,2,3,0.0,2.0,0.0,0,0,0,8601,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,12.0,Infinity,1,0.0,4.0
safe,3,3,0.0,3.0,0.0,0,0,0,8602,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
lauckhart,1,3,1.0,0.0,0.3333333333333333,0,0,0,8603,139,716,0.007194244604316547,0.0,Infinity,Infinity,9.0,Infinity,1,7.0,3.0
music,2,3,1.0,1.0,0.3333333333333333,0,0,0,8604,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,5.0,1.6392062338299538,0,5.0,3.0
abag,2,3,0.0,2.0,0.0,0,0,0,8605,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
intermediaries,2,3,1.0,1.0,0.3333333333333333,0,0,0,8606,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,14.0,1.6392062338299538,0,5.0,4.0
reserving,2,3,1.0,1.0,0.3333333333333333,0,0,0,8607,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,9.0,1.6392062338299538,0,5.0,3.0
portz,3,3,0.0,3.0,0.0,0,0,0,8608,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
wildhorse,3,3,0.0,3.0,0.0,0,0,0,8609,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,9.0,Infinity,1,0.0,3.0
sunw,1,3,0.0,1.0,0.0,0,0,0,8610,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
515,2,3,0.0,2.0,0.0,0,0,0,8611,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
sampling,3,3,2.0,1.0,0.6666666666666666,0,0,0,8612,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,8.0,2.332353414389899,0,6.0,3.0
corps,2,3,1.0,1.0,0.3333333333333333,0,0,0,8613,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,5.0,1.6392062338299538,0,5.0,3.0
818,2,3,0.0,2.0,0.0,0,0,0,8614,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
subjects,3,3,0.0,3.0,0.0,0,0,0,8615,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
notwithstanding,3,3,1.0,2.0,0.3333333333333333,0,0,0,8616,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,15.0,0.9460590532700086,0,5.0,4.0
retailing,2,3,0.0,2.0,0.0,0,0,0,8617,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,9.0,Infinity,1,0.0,3.0
7075,3,3,1.0,2.0,0.3333333333333333,0,0,0,8618,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,4.0,0.9460590532700086,0,5.0,3.0
dub,3,3,2.0,1.0,0.6666666666666666,0,0,0,8619,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,3.0,2.332353414389899,0,6.0,2.0
conveyed,3,3,0.0,3.0,0.0,0,0,0,8620,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
builds,3,3,2.0,1.0,0.6666666666666666,0,0,0,8621,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,6.0,2.332353414389899,0,6.0,3.0
stevenson,3,3,1.0,2.0,0.3333333333333333,0,0,0,8622,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,9.0,0.9460590532700086,0,5.0,3.0
solid,3,3,2.0,1.0,0.6666666666666666,0,0,0,8623,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,5.0,2.332353414389899,0,6.0,3.0
1750,1,3,1.0,0.0,0.3333333333333333,0,0,0,8624,139,716,0.007194244604316547,0.0,Infinity,Infinity,4.0,Infinity,1,7.0,3.0
ranked,2,3,0.0,2.0,0.0,0,0,0,8625,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
perrino,1,3,0.0,1.0,0.0,0,0,0,8626,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
shortening,2,3,1.0,1.0,0.3333333333333333,0,0,0,8627,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,10.0,1.6392062338299538,0,5.0,4.0
mcclellan,3,3,0.0,3.0,0.0,0,0,0,8628,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,9.0,Infinity,1,0.0,3.0
3990,3,3,1.0,2.0,0.3333333333333333,0,0,0,8629,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,4.0,0.9460590532700086,0,5.0,3.0
wcarlson,3,3,2.0,1.0,0.6666666666666666,0,0,0,8630,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,8.0,2.332353414389899,0,6.0,3.0
wapda,1,3,0.0,1.0,0.0,0,0,0,8631,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
esther,2,3,0.0,2.0,0.0,0,0,0,8632,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
dwrlegal1,2,3,0.0,2.0,0.0,0,0,0,8633,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,9.0,Infinity,1,0.0,3.0
diligently,2,3,1.0,1.0,0.3333333333333333,0,0,0,8634,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,10.0,1.6392062338299538,0,5.0,4.0
tlapek,1,3,0.0,1.0,0.0,0,0,0,8635,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
hydroponic,1,3,1.0,0.0,0.3333333333333333,0,0,0,8636,139,716,0.007194244604316547,0.0,Infinity,Infinity,10.0,Infinity,1,7.0,4.0
aids,2,3,0.0,2.0,0.0,0,0,0,8637,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
227,2,3,1.0,1.0,0.3333333333333333,0,0,0,8638,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,3.0,1.6392062338299538,0,5.0,2.0
carlin,3,3,0.0,3.0,0.0,0,0,0,8639,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
injury,2,3,1.0,1.0,0.3333333333333333,0,0,0,8640,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,6.0,1.6392062338299538,0,5.0,3.0
dhar,2,3,0.0,2.0,0.0,0,0,0,8641,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
wear,3,3,2.0,1.0,0.6666666666666666,0,0,0,8642,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,4.0,2.332353414389899,0,6.0,3.0
tross,3,3,3.0,0.0,1.0,0,0,0,8643,139,716,0.02158273381294964,0.0,Infinity,Infinity,5.0,Infinity,1,7.0,3.0
20lists,3,3,2.0,1.0,0.6666666666666666,0,0,0,8644,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,7.0,2.332353414389899,0,6.0,3.0
britain,2,3,2.0,0.0,0.6666666666666666,0,0,0,8645,139,716,0.014388489208633094,0.0,Infinity,Infinity,7.0,Infinity,1,7.0,3.0
arising,3,3,0.0,3.0,0.0,0,0,0,8646,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
greece,1,3,0.0,1.0,0.0,0,0,0,8647,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,6.0,Infinity,1,0.0,3.0
vecchio,1,3,0.0,1.0,0.0,0,0,0,8648,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
cliffordchance,1,3,0.0,1.0,0.0,0,0,0,8649,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,14.0,Infinity,1,0.0,4.0
jez,1,3,0.0,1.0,0.0,0,0,0,8650,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
bungalow,2,3,2.0,0.0,0.6666666666666666,0,0,0,8651,139,716,0.014388489208633094,0.0,Infinity,Infinity,8.0,Infinity,1,7.0,3.0
tyson,1,3,0.0,1.0,0.0,0,0,0,8652,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
specification,2,3,1.0,1.0,0.3333333333333333,0,0,0,8653,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,13.0,1.6392062338299538,0,5.0,4.0
mounting,3,3,2.0,1.0,0.6666666666666666,0,0,0,8654,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,8.0,2.332353414389899,0,6.0,3.0
shuttle,2,3,1.0,1.0,0.3333333333333333,0,0,0,8655,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,7.0,1.6392062338299538,0,5.0,3.0
youth,1,3,0.0,1.0,0.0,0,0,0,8656,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
lift,3,3,2.0,1.0,0.6666666666666666,0,0,0,8657,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,4.0,2.332353414389899,0,6.0,3.0
wag,1,3,0.0,1.0,0.0,0,0,0,8658,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
smoss,2,3,0.0,2.0,0.0,0,0,0,8659,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
workaholic,1,3,1.0,0.0,0.3333333333333333,0,0,0,8660,139,716,0.007194244604316547,0.0,Infinity,Infinity,10.0,Infinity,1,7.0,4.0
mmattes,2,3,0.0,2.0,0.0,0,0,0,8661,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
constantly,3,3,1.0,2.0,0.3333333333333333,0,0,0,8662,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,10.0,0.9460590532700086,0,5.0,4.0
peyton,3,3,1.0,2.0,0.3333333333333333,0,0,0,8663,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,6.0,0.9460590532700086,0,5.0,3.0
sebs,2,3,0.0,2.0,0.0,0,0,0,8664,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
sou,1,3,0.0,1.0,0.0,0,0,0,8665,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
specialist,3,3,0.0,3.0,0.0,0,0,0,8666,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,10.0,Infinity,1,0.0,4.0
mado,1,3,0.0,1.0,0.0,0,0,0,8667,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,4.0,Infinity,1,0.0,3.0
bonelli,1,3,0.0,1.0,0.0,0,0,0,8668,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
miceli,2,3,1.0,1.0,0.3333333333333333,0,0,0,8669,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,6.0,1.6392062338299538,0,5.0,3.0
experiment,2,3,2.0,0.0,0.6666666666666666,0,0,0,8670,139,716,0.014388489208633094,0.0,Infinity,Infinity,10.0,Infinity,1,7.0,4.0
goodman,3,3,3.0,0.0,1.0,0,0,0,8671,139,716,0.02158273381294964,0.0,Infinity,Infinity,7.0,Infinity,1,7.0,3.0
discrimination,3,3,1.0,2.0,0.3333333333333333,0,0,0,8672,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,14.0,0.9460590532700086,0,5.0,4.0
pot,2,3,2.0,0.0,0.6666666666666666,0,0,0,8673,139,716,0.014388489208633094,0.0,Infinity,Infinity,3.0,Infinity,1,7.0,2.0
nicholas,3,3,0.0,3.0,0.0,0,0,0,8674,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
rfe,1,3,0.0,1.0,0.0,0,0,0,8675,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
consist,2,3,0.0,2.0,0.0,0,0,0,8676,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
derivation,1,3,0.0,1.0,0.0,0,0,0,8677,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,10.0,Infinity,1,0.0,4.0
webber,2,3,1.0,1.0,0.3333333333333333,0,0,0,8678,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,6.0,1.6392062338299538,0,5.0,3.0
sturm,2,3,1.0,1.0,0.3333333333333333,0,0,0,8679,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,5.0,1.6392062338299538,0,5.0,3.0
deficient,2,3,0.0,2.0,0.0,0,0,0,8680,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,9.0,Infinity,1,0.0,3.0
flowgate,3,3,3.0,0.0,1.0,0,0,0,8681,139,716,0.02158273381294964,0.0,Infinity,Infinity,8.0,Infinity,1,7.0,3.0
feldman,2,3,0.0,2.0,0.0,0,0,0,8682,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
shots,2,3,1.0,1.0,0.3333333333333333,0,0,0,8683,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,5.0,1.6392062338299538,0,5.0,3.0
wis,1,3,1.0,0.0,0.3333333333333333,0,0,0,8684,139,716,0.007194244604316547,0.0,Infinity,Infinity,3.0,Infinity,1,7.0,2.0
receipts,2,3,0.0,2.0,0.0,0,0,0,8685,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
ugly,2,3,2.0,0.0,0.6666666666666666,0,0,0,8686,139,716,0.014388489208633094,0.0,Infinity,Infinity,4.0,Infinity,1,7.0,3.0
editorial,2,3,1.0,1.0,0.3333333333333333,0,0,0,8687,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,9.0,1.6392062338299538,0,5.0,3.0
monagan,3,3,2.0,1.0,0.6666666666666666,0,0,0,8688,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,7.0,2.332353414389899,0,6.0,3.0
charter,2,3,0.0,2.0,0.0,0,0,0,8689,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
heated,3,3,2.0,1.0,0.6666666666666666,0,0,0,8690,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,6.0,2.332353414389899,0,6.0,3.0
y4,1,3,1.0,0.0,0.3333333333333333,0,0,0,8691,139,716,0.007194244604316547,0.0,Infinity,Infinity,2.0,Infinity,1,7.0,2.0
fly,3,3,0.0,3.0,0.0,0,0,0,8692,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
renegotiated,3,3,1.0,2.0,0.3333333333333333,0,0,0,8693,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,12.0,0.9460590532700086,0,5.0,4.0
94,3,3,1.0,2.0,0.3333333333333333,0,0,0,8694,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,2.0,0.9460590532700086,0,5.0,2.0
cleaners,1,3,1.0,0.0,0.3333333333333333,0,0,0,8695,139,716,0.007194244604316547,0.0,Infinity,Infinity,8.0,Infinity,1,7.0,3.0
marvin,3,3,1.0,2.0,0.3333333333333333,0,0,0,8696,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,6.0,0.9460590532700086,0,5.0,3.0
mkm,3,3,1.0,2.0,0.3333333333333333,0,0,0,8697,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,3.0,0.9460590532700086,0,5.0,2.0
sdl,3,3,1.0,2.0,0.3333333333333333,0,0,0,8698,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,3.0,0.9460590532700086,0,5.0,2.0
explosive,2,3,0.0,2.0,0.0,0,0,0,8699,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,9.0,Infinity,1,0.0,3.0
92101,2,3,1.0,1.0,0.3333333333333333,0,0,0,8700,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,5.0,1.6392062338299538,0,5.0,3.0
siliconenergy,2,3,0.0,2.0,0.0,0,0,0,8701,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,13.0,Infinity,1,0.0,4.0
finances,3,3,3.0,0.0,1.0,0,0,0,8702,139,716,0.02158273381294964,0.0,Infinity,Infinity,8.0,Infinity,1,7.0,3.0
rodrigue,2,3,0.0,2.0,0.0,0,0,0,8703,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,8.0,Infinity,1,0.0,3.0
emphasizing,3,3,2.0,1.0,0.6666666666666666,0,0,0,8704,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,11.0,2.332353414389899,0,6.0,4.0
sp15,3,3,1.0,2.0,0.3333333333333333,0,0,0,8705,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,4.0,0.9460590532700086,0,5.0,3.0
proximate,2,3,2.0,0.0,0.6666666666666666,0,0,0,8706,139,716,0.014388489208633094,0.0,Infinity,Infinity,9.0,Infinity,1,7.0,3.0
rcavanagh,3,3,0.0,3.0,0.0,0,0,0,8707,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,9.0,Infinity,1,0.0,3.0
hubco,1,3,0.0,1.0,0.0,0,0,0,8708,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
onsitesycom,1,3,0.0,1.0,0.0,0,0,0,8709,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,11.0,Infinity,1,0.0,4.0
014,2,3,0.0,2.0,0.0,0,0,0,8710,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
smart,3,3,2.0,1.0,0.6666666666666666,0,0,0,8711,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,5.0,2.332353414389899,0,6.0,3.0
koyano,2,3,1.0,1.0,0.3333333333333333,0,0,0,8712,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,6.0,1.6392062338299538,0,5.0,3.0
scottish,1,3,1.0,0.0,0.3333333333333333,0,0,0,8713,139,716,0.007194244604316547,0.0,Infinity,Infinity,8.0,Infinity,1,7.0,3.0
boldman,1,3,0.0,1.0,0.0,0,0,0,8714,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,7.0,Infinity,1,0.0,3.0
stanford,3,3,2.0,1.0,0.6666666666666666,0,0,0,8715,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,8.0,2.332353414389899,0,6.0,3.0
msg,2,3,0.0,2.0,0.0,0,0,0,8716,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
104684,1,3,1.0,0.0,0.3333333333333333,0,0,0,8717,139,716,0.007194244604316547,0.0,Infinity,Infinity,6.0,Infinity,1,7.0,3.0
removing,3,3,2.0,1.0,0.6666666666666666,0,0,0,8718,139,716,0.014388489208633094,0.0013966480446927375,10.302158273381295,2.332353414389899,8.0,2.332353414389899,0,6.0,3.0
tbradley,3,3,3.0,0.0,1.0,0,0,0,8719,139,716,0.02158273381294964,0.0,Infinity,Infinity,8.0,Infinity,1,7.0,3.0
greenfield,3,3,1.0,2.0,0.3333333333333333,0,0,0,8720,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,10.0,0.9460590532700086,0,5.0,4.0
auctioneer,3,3,0.0,3.0,0.0,0,0,0,8721,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,10.0,Infinity,1,0.0,4.0
speculation,3,3,1.0,2.0,0.3333333333333333,0,0,0,8722,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,11.0,0.9460590532700086,0,5.0,4.0
warehouse,2,3,1.0,1.0,0.3333333333333333,0,0,0,8723,139,716,0.007194244604316547,0.0013966480446927375,5.151079136690647,1.6392062338299538,9.0,1.6392062338299538,0,5.0,3.0
dof,2,3,0.0,2.0,0.0,0,0,0,8724,139,716,0.0,0.002793296089385475,-Infinity,-Infinity,3.0,Infinity,1,0.0,2.0
jodie,1,3,0.0,1.0,0.0,0,0,0,8725,139,716,0.0,0.0013966480446927375,-Infinity,-Infinity,5.0,Infinity,1,0.0,3.0
defeat,1,3,1.0,0.0,0.3333333333333333,0,0,0,8726,139,716,0.007194244604316547,0.0,Infinity,Infinity,6.0,Infinity,1,7.0,3.0
occurs,3,3,1.0,2.0,0.3333333333333333,0,0,0,8727,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,6.0,0.9460590532700086,0,5.0,3.0
il,3,3,0.0,3.0,0.0,0,0,0,8728,139,716,0.0,0.004189944134078212,-Infinity,-Infinity,2.0,Infinity,1,0.0,2.0
alabama,3,3,1.0,2.0,0.3333333333333333,0,0,0,8729,139,716,0.007194244604316547,0.002793296089385475,2.5755395683453237,0.9460590532700086,7.0,0.9460590532700086,0,5.0,3.0
