token,ndocs,frequency,e,ne,eprop,freq_bins,ndocs_bins,logfreq_bins,rank,N1,N0,P1,P0,WOEValue,token_length,WOEAbs,flg_singleLabel
extreme,3,3,1.0,2.0,0.3333333333333333,0,0,0,7380,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,7.0,0.9460590532700086,0
dp,3,3,1.0,2.0,0.3333333333333333,0,0,0,7381,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,2.0,0.9460590532700086,0
encounters,1,3,0.0,1.0,0.0,0,0,0,7382,139,716,0.0,0.0013966480446927375,-Infinity,10.0,Infinity,1
disgorgement,1,3,1.0,0.0,0.3333333333333333,0,0,0,7383,139,716,0.007194244604316547,0.0,Infinity,12.0,Infinity,1
probe,1,3,0.0,1.0,0.0,0,0,0,7384,139,716,0.0,0.0013966480446927375,-Infinity,5.0,Infinity,1
0640,3,3,2.0,1.0,0.6666666666666666,0,0,0,7385,139,716,0.014388489208633094,0.0013966480446927375,2.332353414389899,4.0,2.332353414389899,0
mellencamp,3,3,1.0,2.0,0.3333333333333333,0,0,0,7386,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,10.0,0.9460590532700086,0
3892,3,3,0.0,3.0,0.0,0,0,0,7387,139,716,0.0,0.004189944134078212,-Infinity,4.0,Infinity,1
dguest2,2,3,0.0,2.0,0.0,0,0,0,7388,139,716,0.0,0.002793296089385475,-Infinity,7.0,Infinity,1
homemade,1,3,1.0,0.0,0.3333333333333333,0,0,0,7389,139,716,0.007194244604316547,0.0,Infinity,8.0,Infinity,1
rschlanert,3,3,1.0,2.0,0.3333333333333333,0,0,0,7390,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,10.0,0.9460590532700086,0
marsha,3,3,2.0,1.0,0.6666666666666666,0,0,0,7391,139,716,0.014388489208633094,0.0013966480446927375,2.332353414389899,6.0,2.332353414389899,0
excellence,3,3,0.0,3.0,0.0,0,0,0,7392,139,716,0.0,0.004189944134078212,-Infinity,10.0,Infinity,1
lessen,3,3,1.0,2.0,0.3333333333333333,0,0,0,7393,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,6.0,0.9460590532700086,0
cellular,3,3,1.0,2.0,0.3333333333333333,0,0,0,7394,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,8.0,0.9460590532700086,0
20market,3,3,2.0,1.0,0.6666666666666666,0,0,0,7395,139,716,0.014388489208633094,0.0013966480446927375,2.332353414389899,8.0,2.332353414389899,0
mrs,1,3,0.0,1.0,0.0,0,0,0,7396,139,716,0.0,0.0013966480446927375,-Infinity,3.0,Infinity,1
2806,1,3,0.0,1.0,0.0,0,0,0,7397,139,716,0.0,0.0013966480446927375,-Infinity,4.0,Infinity,1
peru,1,3,0.0,1.0,0.0,0,0,0,7398,139,716,0.0,0.0013966480446927375,-Infinity,4.0,Infinity,1
felix,2,3,0.0,2.0,0.0,0,0,0,7399,139,716,0.0,0.002793296089385475,-Infinity,5.0,Infinity,1
toshiba,1,3,1.0,0.0,0.3333333333333333,0,0,0,7400,139,716,0.007194244604316547,0.0,Infinity,7.0,Infinity,1
crop,1,3,1.0,0.0,0.3333333333333333,0,0,0,7401,139,716,0.007194244604316547,0.0,Infinity,4.0,Infinity,1
7070,3,3,1.0,2.0,0.3333333333333333,0,0,0,7402,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,4.0,0.9460590532700086,0
beat,3,3,2.0,1.0,0.6666666666666666,0,0,0,7403,139,716,0.014388489208633094,0.0013966480446927375,2.332353414389899,4.0,2.332353414389899,0
006,2,3,1.0,1.0,0.3333333333333333,0,0,0,7404,139,716,0.007194244604316547,0.0013966480446927375,1.6392062338299538,3.0,1.6392062338299538,0
governance,3,3,2.0,1.0,0.6666666666666666,0,0,0,7405,139,716,0.014388489208633094,0.0013966480446927375,2.332353414389899,10.0,2.332353414389899,0
sugar,1,3,0.0,1.0,0.0,0,0,0,7406,139,716,0.0,0.0013966480446927375,-Infinity,5.0,Infinity,1
kwiatkowski,1,3,0.0,1.0,0.0,0,0,0,7407,139,716,0.0,0.0013966480446927375,-Infinity,11.0,Infinity,1
sdcity,2,3,0.0,2.0,0.0,0,0,0,7408,139,716,0.0,0.002793296089385475,-Infinity,6.0,Infinity,1
urscorp,1,3,0.0,1.0,0.0,0,0,0,7409,139,716,0.0,0.0013966480446927375,-Infinity,7.0,Infinity,1
juice,3,3,2.0,1.0,0.6666666666666666,0,0,0,7410,139,716,0.014388489208633094,0.0013966480446927375,2.332353414389899,5.0,2.332353414389899,0
accused,3,3,3.0,0.0,1.0,0,0,0,7411,139,716,0.02158273381294964,0.0,Infinity,7.0,Infinity,1
era,2,3,2.0,0.0,0.6666666666666666,0,0,0,7412,139,716,0.014388489208633094,0.0,Infinity,3.0,Infinity,1
corinne,2,3,0.0,2.0,0.0,0,0,0,7413,139,716,0.0,0.002793296089385475,-Infinity,7.0,Infinity,1
chickens,1,3,0.0,1.0,0.0,0,0,0,7414,139,716,0.0,0.0013966480446927375,-Infinity,8.0,Infinity,1
weak,3,3,1.0,2.0,0.3333333333333333,0,0,0,7415,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,4.0,0.9460590532700086,0
kuykendall,2,3,0.0,2.0,0.0,0,0,0,7416,139,716,0.0,0.002793296089385475,-Infinity,10.0,Infinity,1
surge,3,3,3.0,0.0,1.0,0,0,0,7417,139,716,0.02158273381294964,0.0,Infinity,5.0,Infinity,1
312,2,3,0.0,2.0,0.0,0,0,0,7418,139,716,0.0,0.002793296089385475,-Infinity,3.0,Infinity,1
ppallc,3,3,2.0,1.0,0.6666666666666666,0,0,0,7419,139,716,0.014388489208633094,0.0013966480446927375,2.332353414389899,6.0,2.332353414389899,0
keogh,3,3,0.0,3.0,0.0,0,0,0,7420,139,716,0.0,0.004189944134078212,-Infinity,5.0,Infinity,1
arkansas,2,3,2.0,0.0,0.6666666666666666,0,0,0,7421,139,716,0.014388489208633094,0.0,Infinity,8.0,Infinity,1
offs,3,3,1.0,2.0,0.3333333333333333,0,0,0,7422,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,4.0,0.9460590532700086,0
tactic,2,3,1.0,1.0,0.3333333333333333,0,0,0,7423,139,716,0.007194244604316547,0.0013966480446927375,1.6392062338299538,6.0,1.6392062338299538,0
bubble,2,3,1.0,1.0,0.3333333333333333,0,0,0,7424,139,716,0.007194244604316547,0.0013966480446927375,1.6392062338299538,6.0,1.6392062338299538,0
regulates,3,3,3.0,0.0,1.0,0,0,0,7425,139,716,0.02158273381294964,0.0,Infinity,9.0,Infinity,1
rtavares,2,3,0.0,2.0,0.0,0,0,0,7426,139,716,0.0,0.002793296089385475,-Infinity,8.0,Infinity,1
qeuo,1,3,0.0,1.0,0.0,0,0,0,7427,139,716,0.0,0.0013966480446927375,-Infinity,4.0,Infinity,1
angnewspapers,2,3,0.0,2.0,0.0,0,0,0,7428,139,716,0.0,0.002793296089385475,-Infinity,13.0,Infinity,1
hurry,3,3,0.0,3.0,0.0,0,0,0,7429,139,716,0.0,0.004189944134078212,-Infinity,5.0,Infinity,1
gayle,3,3,2.0,1.0,0.6666666666666666,0,0,0,7430,139,716,0.014388489208633094,0.0013966480446927375,2.332353414389899,5.0,2.332353414389899,0
rosteen,3,3,0.0,3.0,0.0,0,0,0,7431,139,716,0.0,0.004189944134078212,-Infinity,7.0,Infinity,1
1971,2,3,1.0,1.0,0.3333333333333333,0,0,0,7432,139,716,0.007194244604316547,0.0013966480446927375,1.6392062338299538,4.0,1.6392062338299538,0
mining,1,3,1.0,0.0,0.3333333333333333,0,0,0,7433,139,716,0.007194244604316547,0.0,Infinity,6.0,Infinity,1
abandoned,3,3,2.0,1.0,0.6666666666666666,0,0,0,7434,139,716,0.014388489208633094,0.0013966480446927375,2.332353414389899,9.0,2.332353414389899,0
16720,1,3,1.0,0.0,0.3333333333333333,0,0,0,7435,139,716,0.007194244604316547,0.0,Infinity,5.0,Infinity,1
diann,2,3,0.0,2.0,0.0,0,0,0,7436,139,716,0.0,0.002793296089385475,-Infinity,5.0,Infinity,1
ehronline,1,3,0.0,1.0,0.0,0,0,0,7437,139,716,0.0,0.0013966480446927375,-Infinity,9.0,Infinity,1
blank,3,3,2.0,1.0,0.6666666666666666,0,0,0,7438,139,716,0.014388489208633094,0.0013966480446927375,2.332353414389899,5.0,2.332353414389899,0
dmperlman,3,3,0.0,3.0,0.0,0,0,0,7439,139,716,0.0,0.004189944134078212,-Infinity,9.0,Infinity,1
deulloa,1,3,0.0,1.0,0.0,0,0,0,7440,139,716,0.0,0.0013966480446927375,-Infinity,7.0,Infinity,1
musch,2,3,0.0,2.0,0.0,0,0,0,7441,139,716,0.0,0.002793296089385475,-Infinity,5.0,Infinity,1
jsw,2,3,0.0,2.0,0.0,0,0,0,7442,139,716,0.0,0.002793296089385475,-Infinity,3.0,Infinity,1
igcc,1,3,1.0,0.0,0.3333333333333333,0,0,0,7443,139,716,0.007194244604316547,0.0,Infinity,4.0,Infinity,1
emerging,3,3,0.0,3.0,0.0,0,0,0,7444,139,716,0.0,0.004189944134078212,-Infinity,8.0,Infinity,1
detmers,2,3,2.0,0.0,0.6666666666666666,0,0,0,7445,139,716,0.014388489208633094,0.0,Infinity,7.0,Infinity,1
servers,3,3,1.0,2.0,0.3333333333333333,0,0,0,7446,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,7.0,0.9460590532700086,0
mhm,1,3,0.0,1.0,0.0,0,0,0,7447,139,716,0.0,0.0013966480446927375,-Infinity,3.0,Infinity,1
motsinger,2,3,0.0,2.0,0.0,0,0,0,7448,139,716,0.0,0.002793296089385475,-Infinity,9.0,Infinity,1
pureth,2,3,0.0,2.0,0.0,0,0,0,7449,139,716,0.0,0.002793296089385475,-Infinity,6.0,Infinity,1
restrain,1,3,1.0,0.0,0.3333333333333333,0,0,0,7450,139,716,0.007194244604316547,0.0,Infinity,8.0,Infinity,1
857,1,3,0.0,1.0,0.0,0,0,0,7451,139,716,0.0,0.0013966480446927375,-Infinity,3.0,Infinity,1
mpetroch,3,3,0.0,3.0,0.0,0,0,0,7452,139,716,0.0,0.004189944134078212,-Infinity,8.0,Infinity,1
adrs,2,3,0.0,2.0,0.0,0,0,0,7453,139,716,0.0,0.002793296089385475,-Infinity,4.0,Infinity,1
randolph,3,3,0.0,3.0,0.0,0,0,0,7454,139,716,0.0,0.004189944134078212,-Infinity,8.0,Infinity,1
contributing,3,3,2.0,1.0,0.6666666666666666,0,0,0,7455,139,716,0.014388489208633094,0.0013966480446927375,2.332353414389899,12.0,2.332353414389899,0
aeki,1,3,0.0,1.0,0.0,0,0,0,7456,139,716,0.0,0.0013966480446927375,-Infinity,4.0,Infinity,1
injected,2,3,1.0,1.0,0.3333333333333333,0,0,0,7457,139,716,0.007194244604316547,0.0013966480446927375,1.6392062338299538,8.0,1.6392062338299538,0
scare,3,3,2.0,1.0,0.6666666666666666,0,0,0,7458,139,716,0.014388489208633094,0.0013966480446927375,2.332353414389899,5.0,2.332353414389899,0
rjp2,2,3,0.0,2.0,0.0,0,0,0,7459,139,716,0.0,0.002793296089385475,-Infinity,4.0,Infinity,1
edisonenterprises,2,3,0.0,2.0,0.0,0,0,0,7460,139,716,0.0,0.002793296089385475,-Infinity,17.0,Infinity,1
bbb,2,3,0.0,2.0,0.0,0,0,0,7461,139,716,0.0,0.002793296089385475,-Infinity,3.0,Infinity,1
largesse,2,3,1.0,1.0,0.3333333333333333,0,0,0,7462,139,716,0.007194244604316547,0.0013966480446927375,1.6392062338299538,8.0,1.6392062338299538,0
bbailey,3,3,0.0,3.0,0.0,0,0,0,7463,139,716,0.0,0.004189944134078212,-Infinity,7.0,Infinity,1
rpernell,2,3,0.0,2.0,0.0,0,0,0,7464,139,716,0.0,0.002793296089385475,-Infinity,8.0,Infinity,1
owing,2,3,2.0,0.0,0.6666666666666666,0,0,0,7465,139,716,0.014388489208633094,0.0,Infinity,5.0,Infinity,1
entries,2,3,0.0,2.0,0.0,0,0,0,7466,139,716,0.0,0.002793296089385475,-Infinity,7.0,Infinity,1
film,3,3,0.0,3.0,0.0,0,0,0,7467,139,716,0.0,0.004189944134078212,-Infinity,4.0,Infinity,1
kristen,2,3,1.0,1.0,0.3333333333333333,0,0,0,7468,139,716,0.007194244604316547,0.0013966480446927375,1.6392062338299538,7.0,1.6392062338299538,0
feeling,3,3,1.0,2.0,0.3333333333333333,0,0,0,7469,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,7.0,0.9460590532700086,0
schwab,1,3,0.0,1.0,0.0,0,0,0,7470,139,716,0.0,0.0013966480446927375,-Infinity,6.0,Infinity,1
tou,1,3,0.0,1.0,0.0,0,0,0,7471,139,716,0.0,0.0013966480446927375,-Infinity,3.0,Infinity,1
244,3,3,2.0,1.0,0.6666666666666666,0,0,0,7472,139,716,0.014388489208633094,0.0013966480446927375,2.332353414389899,3.0,2.332353414389899,0
mschwebs,2,3,0.0,2.0,0.0,0,0,0,7473,139,716,0.0,0.002793296089385475,-Infinity,8.0,Infinity,1
objectives,3,3,1.0,2.0,0.3333333333333333,0,0,0,7474,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,10.0,0.9460590532700086,0
variable,3,3,2.0,1.0,0.6666666666666666,0,0,0,7475,139,716,0.014388489208633094,0.0013966480446927375,2.332353414389899,8.0,2.332353414389899,0
cat,2,3,1.0,1.0,0.3333333333333333,0,0,0,7476,139,716,0.007194244604316547,0.0013966480446927375,1.6392062338299538,3.0,1.6392062338299538,0
149,2,3,1.0,1.0,0.3333333333333333,0,0,0,7477,139,716,0.007194244604316547,0.0013966480446927375,1.6392062338299538,3.0,1.6392062338299538,0
lesh,2,3,0.0,2.0,0.0,0,0,0,7478,139,716,0.0,0.002793296089385475,-Infinity,4.0,Infinity,1
midcon,1,3,1.0,0.0,0.3333333333333333,0,0,0,7479,139,716,0.007194244604316547,0.0,Infinity,6.0,Infinity,1
mccallum,2,3,0.0,2.0,0.0,0,0,0,7480,139,716,0.0,0.002793296089385475,-Infinity,8.0,Infinity,1
509,2,3,0.0,2.0,0.0,0,0,0,7481,139,716,0.0,0.002793296089385475,-Infinity,3.0,Infinity,1
gesell,1,3,1.0,0.0,0.3333333333333333,0,0,0,7482,139,716,0.007194244604316547,0.0,Infinity,6.0,Infinity,1
finland,1,3,0.0,1.0,0.0,0,0,0,7483,139,716,0.0,0.0013966480446927375,-Infinity,7.0,Infinity,1
rcosta,2,3,0.0,2.0,0.0,0,0,0,7484,139,716,0.0,0.002793296089385475,-Infinity,6.0,Infinity,1
iaconetti,1,3,0.0,1.0,0.0,0,0,0,7485,139,716,0.0,0.0013966480446927375,-Infinity,9.0,Infinity,1
5m,2,3,0.0,2.0,0.0,0,0,0,7486,139,716,0.0,0.002793296089385475,-Infinity,2.0,Infinity,1
forbearance,2,3,1.0,1.0,0.3333333333333333,0,0,0,7487,139,716,0.007194244604316547,0.0013966480446927375,1.6392062338299538,11.0,1.6392062338299538,0
urs,1,3,0.0,1.0,0.0,0,0,0,7488,139,716,0.0,0.0013966480446927375,-Infinity,3.0,Infinity,1
plaza,3,3,1.0,2.0,0.3333333333333333,0,0,0,7489,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,5.0,0.9460590532700086,0
fessler,1,3,1.0,0.0,0.3333333333333333,0,0,0,7490,139,716,0.007194244604316547,0.0,Infinity,7.0,Infinity,1
appetite,2,3,0.0,2.0,0.0,0,0,0,7491,139,716,0.0,0.002793296089385475,-Infinity,8.0,Infinity,1
tudor,1,3,0.0,1.0,0.0,0,0,0,7492,139,716,0.0,0.0013966480446927375,-Infinity,5.0,Infinity,1
kvellandi,3,3,3.0,0.0,1.0,0,0,0,7493,139,716,0.02158273381294964,0.0,Infinity,9.0,Infinity,1
donahue,3,3,0.0,3.0,0.0,0,0,0,7494,139,716,0.0,0.004189944134078212,-Infinity,7.0,Infinity,1
clock,2,3,2.0,0.0,0.6666666666666666,0,0,0,7495,139,716,0.014388489208633094,0.0,Infinity,5.0,Infinity,1
intra,2,3,0.0,2.0,0.0,0,0,0,7496,139,716,0.0,0.002793296089385475,-Infinity,5.0,Infinity,1
interior,2,3,1.0,1.0,0.3333333333333333,0,0,0,7497,139,716,0.007194244604316547,0.0013966480446927375,1.6392062338299538,8.0,1.6392062338299538,0
hesinet,2,3,0.0,2.0,0.0,0,0,0,7498,139,716,0.0,0.002793296089385475,-Infinity,7.0,Infinity,1
fderosa,3,3,1.0,2.0,0.3333333333333333,0,0,0,7499,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,7.0,0.9460590532700086,0
jbushee,2,3,0.0,2.0,0.0,0,0,0,7500,139,716,0.0,0.002793296089385475,-Infinity,7.0,Infinity,1
manuel,2,3,1.0,1.0,0.3333333333333333,0,0,0,7501,139,716,0.007194244604316547,0.0013966480446927375,1.6392062338299538,6.0,1.6392062338299538,0
depend,3,3,3.0,0.0,1.0,0,0,0,7502,139,716,0.02158273381294964,0.0,Infinity,6.0,Infinity,1
refinements,2,3,0.0,2.0,0.0,0,0,0,7503,139,716,0.0,0.002793296089385475,-Infinity,11.0,Infinity,1
hydrocarbonpublishing,1,3,0.0,1.0,0.0,0,0,0,7504,139,716,0.0,0.0013966480446927375,-Infinity,21.0,Infinity,1
burned,2,3,0.0,2.0,0.0,0,0,0,7505,139,716,0.0,0.002793296089385475,-Infinity,6.0,Infinity,1
jeanie,2,3,0.0,2.0,0.0,0,0,0,7506,139,716,0.0,0.002793296089385475,-Infinity,6.0,Infinity,1
442,2,3,1.0,1.0,0.3333333333333333,0,0,0,7507,139,716,0.007194244604316547,0.0013966480446927375,1.6392062338299538,3.0,1.6392062338299538,0
declare,3,3,1.0,2.0,0.3333333333333333,0,0,0,7508,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,7.0,0.9460590532700086,0
lori,3,3,1.0,2.0,0.3333333333333333,0,0,0,7509,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,4.0,0.9460590532700086,0
lone,2,3,1.0,1.0,0.3333333333333333,0,0,0,7510,139,716,0.007194244604316547,0.0013966480446927375,1.6392062338299538,4.0,1.6392062338299538,0
indo,1,3,0.0,1.0,0.0,0,0,0,7511,139,716,0.0,0.0013966480446927375,-Infinity,4.0,Infinity,1
vapor,2,3,1.0,1.0,0.3333333333333333,0,0,0,7512,139,716,0.007194244604316547,0.0013966480446927375,1.6392062338299538,5.0,1.6392062338299538,0
kepco,1,3,0.0,1.0,0.0,0,0,0,7513,139,716,0.0,0.0013966480446927375,-Infinity,5.0,Infinity,1
shipp,1,3,0.0,1.0,0.0,0,0,0,7514,139,716,0.0,0.0013966480446927375,-Infinity,5.0,Infinity,1
nryan,2,3,0.0,2.0,0.0,0,0,0,7515,139,716,0.0,0.002793296089385475,-Infinity,5.0,Infinity,1
airline,3,3,0.0,3.0,0.0,0,0,0,7516,139,716,0.0,0.004189944134078212,-Infinity,7.0,Infinity,1
midstream,2,3,2.0,0.0,0.6666666666666666,0,0,0,7517,139,716,0.014388489208633094,0.0,Infinity,9.0,Infinity,1
elections,3,3,0.0,3.0,0.0,0,0,0,7518,139,716,0.0,0.004189944134078212,-Infinity,9.0,Infinity,1
newest,3,3,1.0,2.0,0.3333333333333333,0,0,0,7519,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,6.0,0.9460590532700086,0
jefferson,2,3,0.0,2.0,0.0,0,0,0,7520,139,716,0.0,0.002793296089385475,-Infinity,9.0,Infinity,1
bundled,2,3,0.0,2.0,0.0,0,0,0,7521,139,716,0.0,0.002793296089385475,-Infinity,7.0,Infinity,1
objected,2,3,0.0,2.0,0.0,0,0,0,7522,139,716,0.0,0.002793296089385475,-Infinity,8.0,Infinity,1
circuits,2,3,1.0,1.0,0.3333333333333333,0,0,0,7523,139,716,0.007194244604316547,0.0013966480446927375,1.6392062338299538,8.0,1.6392062338299538,0
excessively,3,3,1.0,2.0,0.3333333333333333,0,0,0,7524,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,11.0,0.9460590532700086,0
vasconcellos,3,3,0.0,3.0,0.0,0,0,0,7525,139,716,0.0,0.004189944134078212,-Infinity,12.0,Infinity,1
251,3,3,0.0,3.0,0.0,0,0,0,7526,139,716,0.0,0.004189944134078212,-Infinity,3.0,Infinity,1
capstoneturbine,1,3,0.0,1.0,0.0,0,0,0,7527,139,716,0.0,0.0013966480446927375,-Infinity,15.0,Infinity,1
hardly,2,3,1.0,1.0,0.3333333333333333,0,0,0,7528,139,716,0.007194244604316547,0.0013966480446927375,1.6392062338299538,6.0,1.6392062338299538,0
jtachera,2,3,0.0,2.0,0.0,0,0,0,7529,139,716,0.0,0.002793296089385475,-Infinity,8.0,Infinity,1
drawn,3,3,2.0,1.0,0.6666666666666666,0,0,0,7530,139,716,0.014388489208633094,0.0013966480446927375,2.332353414389899,5.0,2.332353414389899,0
yc04,1,3,1.0,0.0,0.3333333333333333,0,0,0,7531,139,716,0.007194244604316547,0.0,Infinity,4.0,Infinity,1
capacities,2,3,1.0,1.0,0.3333333333333333,0,0,0,7532,139,716,0.007194244604316547,0.0013966480446927375,1.6392062338299538,10.0,1.6392062338299538,0
txb,2,3,0.0,2.0,0.0,0,0,0,7533,139,716,0.0,0.002793296089385475,-Infinity,3.0,Infinity,1
unilaterally,3,3,1.0,2.0,0.3333333333333333,0,0,0,7534,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,12.0,0.9460590532700086,0
suddenly,3,3,3.0,0.0,1.0,0,0,0,7535,139,716,0.02158273381294964,0.0,Infinity,8.0,Infinity,1
lkristov,2,3,0.0,2.0,0.0,0,0,0,7536,139,716,0.0,0.002793296089385475,-Infinity,8.0,Infinity,1
aweller,3,3,1.0,2.0,0.3333333333333333,0,0,0,7537,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,7.0,0.9460590532700086,0
1100,3,3,1.0,2.0,0.3333333333333333,0,0,0,7538,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,4.0,0.9460590532700086,0
sg,2,3,0.0,2.0,0.0,0,0,0,7539,139,716,0.0,0.002793296089385475,-Infinity,2.0,Infinity,1
mollie,2,3,0.0,2.0,0.0,0,0,0,7540,139,716,0.0,0.002793296089385475,-Infinity,6.0,Infinity,1
dkinney,2,3,0.0,2.0,0.0,0,0,0,7541,139,716,0.0,0.002793296089385475,-Infinity,7.0,Infinity,1
ditto,3,3,0.0,3.0,0.0,0,0,0,7542,139,716,0.0,0.004189944134078212,-Infinity,5.0,Infinity,1
butler,3,3,1.0,2.0,0.3333333333333333,0,0,0,7543,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,6.0,0.9460590532700086,0
soldham,1,3,0.0,1.0,0.0,0,0,0,7544,139,716,0.0,0.0013966480446927375,-Infinity,7.0,Infinity,1
gadd,3,3,1.0,2.0,0.3333333333333333,0,0,0,7545,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,4.0,0.9460590532700086,0
banner,1,3,0.0,1.0,0.0,0,0,0,7546,139,716,0.0,0.0013966480446927375,-Infinity,6.0,Infinity,1
blocks,3,3,3.0,0.0,1.0,0,0,0,7547,139,716,0.02158273381294964,0.0,Infinity,6.0,Infinity,1
coach,2,3,0.0,2.0,0.0,0,0,0,7548,139,716,0.0,0.002793296089385475,-Infinity,5.0,Infinity,1
erica,2,3,1.0,1.0,0.3333333333333333,0,0,0,7549,139,716,0.007194244604316547,0.0013966480446927375,1.6392062338299538,5.0,1.6392062338299538,0
101471,1,3,0.0,1.0,0.0,0,0,0,7550,139,716,0.0,0.0013966480446927375,-Infinity,6.0,Infinity,1
frozen,3,3,1.0,2.0,0.3333333333333333,0,0,0,7551,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,6.0,0.9460590532700086,0
brudergentile,1,3,0.0,1.0,0.0,0,0,0,7552,139,716,0.0,0.0013966480446927375,-Infinity,13.0,Infinity,1
unearthed,1,3,0.0,1.0,0.0,0,0,0,7553,139,716,0.0,0.0013966480446927375,-Infinity,9.0,Infinity,1
639,2,3,0.0,2.0,0.0,0,0,0,7554,139,716,0.0,0.002793296089385475,-Infinity,3.0,Infinity,1
tnrcc,2,3,0.0,2.0,0.0,0,0,0,7555,139,716,0.0,0.002793296089385475,-Infinity,5.0,Infinity,1
974,3,3,1.0,2.0,0.3333333333333333,0,0,0,7556,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,3.0,0.9460590532700086,0
rockies,2,3,0.0,2.0,0.0,0,0,0,7557,139,716,0.0,0.002793296089385475,-Infinity,7.0,Infinity,1
arriving,2,3,0.0,2.0,0.0,0,0,0,7558,139,716,0.0,0.002793296089385475,-Infinity,8.0,Infinity,1
cipants,3,3,2.0,1.0,0.6666666666666666,0,0,0,7559,139,716,0.014388489208633094,0.0013966480446927375,2.332353414389899,7.0,2.332353414389899,0
mcmaster,1,3,0.0,1.0,0.0,0,0,0,7560,139,716,0.0,0.0013966480446927375,-Infinity,8.0,Infinity,1
116,3,3,0.0,3.0,0.0,0,0,0,7561,139,716,0.0,0.004189944134078212,-Infinity,3.0,Infinity,1
sol,3,3,0.0,3.0,0.0,0,0,0,7562,139,716,0.0,0.004189944134078212,-Infinity,3.0,Infinity,1
symbol,2,3,2.0,0.0,0.6666666666666666,0,0,0,7563,139,716,0.014388489208633094,0.0,Infinity,6.0,Infinity,1
updating,2,3,0.0,2.0,0.0,0,0,0,7564,139,716,0.0,0.002793296089385475,-Infinity,8.0,Infinity,1
society,3,3,0.0,3.0,0.0,0,0,0,7565,139,716,0.0,0.004189944134078212,-Infinity,7.0,Infinity,1
fiscal,3,3,1.0,2.0,0.3333333333333333,0,0,0,7566,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,6.0,0.9460590532700086,0
mphilips,2,3,0.0,2.0,0.0,0,0,0,7567,139,716,0.0,0.002793296089385475,-Infinity,8.0,Infinity,1
drastic,2,3,2.0,0.0,0.6666666666666666,0,0,0,7568,139,716,0.014388489208633094,0.0,Infinity,7.0,Infinity,1
trim,2,3,2.0,0.0,0.6666666666666666,0,0,0,7569,139,716,0.014388489208633094,0.0,Infinity,4.0,Infinity,1
formerly,3,3,1.0,2.0,0.3333333333333333,0,0,0,7570,139,716,0.007194244604316547,0.002793296089385475,0.9460590532700086,8.0,0.9460590532700086,0
419,3,3,0.0,3.0,0.0,0,0,0,7571,139,716,0.0,0.004189944134078212,-Infinity,3.0,Infinity,1
shit,1,3,0.0,1.0,0.0,0,0,0,7572,139,716,0.0,0.0013966480446927375,-Infinity,4.0,Infinity,1
pittsburgh,2,3,0.0,2.0,0.0,0,0,0,7573,139,716,0.0,0.002793296089385475,-Infinity,10.0,Infinity,1
complement,3,3,2.0,1.0,0.6666666666666666,0,0,0,7574,139,716,0.014388489208633094,0.0013966480446927375,2.332353414389899,10.0,2.332353414389899,0
693,2,3,1.0,1.0,0.3333333333333333,0,0,0,7575,139,716,0.007194244604316547,0.0013966480446927375,1.6392062338299538,3.0,1.6392062338299538,0
hebert,3,3,2.0,1.0,0.6666666666666666,0,0,0,7576,139,716,0.014388489208633094,0.0013966480446927375,2.332353414389899,6.0,2.332353414389899,0
rwe,1,3,0.0,1.0,0.0,0,0,0,7577,139,716,0.0,0.0013966480446927375,-Infinity,3.0,Infinity,1
ate,1,3,0.0,1.0,0.0,0,0,0,7578,139,716,0.0,0.0013966480446927375,-Infinity,3.0,Infinity,1
fallen,3,3,2.0,1.0,0.6666666666666666,0,0,0,7579,139,716,0.014388489208633094,0.0013966480446927375,2.332353414389899,6.0,2.332353414389899,0
musicamaria,2,3,0.0,2.0,0.0,0,0,0,7580,139,716,0.0,0.002793296089385475,-Infinity,11.0,Infinity,1
